"Bristol, West Virginia",Bristol,"https://en.wikipedia.org/wiki/Bristol,_West_Virginia"
"Clinton, Arkansas",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Arkansas"
"Clinton, Connecticut",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Connecticut"
"Clinton, Illinois",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Illinois"
"Clinton, Indiana",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Indiana"
"Clinton, Iowa",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Iowa"
"Clinton, Kentucky",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Kentucky"
"Clinton, Louisiana",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Louisiana"
"Clinton, Maine",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Maine"
"Clinton, Maryland",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Maryland"
"Clinton, Massachusetts",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Massachusetts"
"Clinton, Macomb County, Michigan",Clinton,"https://en.wikipedia.org/wiki/Charter_Township_of_Clinton,_Michigan"
"Clinton, Lenawee County, Michigan",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Lenawee_County,_Michigan"
"Clinton, Minnesota",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Minnesota"
"Clinton, Mississippi",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Mississippi"
"Clinton, Missouri",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Missouri"
"Clinton, Montana",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Montana"
"Clinton, Nebraska",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Nebraska"
"Clinton, New Jersey",Clinton,"https://en.wikipedia.org/wiki/Clinton,_New_Jersey"
"Clinton, Clinton County, New York",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Clinton_County,_New_York"
"Clinton, Dutchess County, New York",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Dutchess_County,_New_York"
"Clinton, Oneida County, New York",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Oneida_County,_New_York"
"Clinton, Ohio",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Ohio"
"Clinton, Oklahoma",Clinton,"https://en.wikipedia.org/wiki/Clinton,_Oklahoma"
"Clinton, South Carolina",Clinton,"https://en.wikipedia.org/wiki/Clinton,_South_Carolina"
